front,back,tags,sources,decks,id
How does the domain concern *time and budget* translate to architecture characteristics?,"* Simplicity
* Feasibility","software architecture,architectural characteristics",Fundamentals of Software Architecture by Neal Ford et al.,Software Architecture,JqCktB2foDOOFBDwK1uM
What is *dependency injection*?,"It is a design pattern in which an object or function receives other objects or functions that it depends on. A form of inversion of control, dependency injection aims to separate the concerns of constructing objects and using them, leading to loosely coupled programs.","software engineering,design patterns",https://en.wikipedia.org/wiki/Dependency_injection,Design Patterns,JuStczkE2lW7N3DfseGw
When to use the *chain of responsibility/command pattern*?,"* When your program is expected to process different kinds of requests in various ways, but the exact types of requests and their sequences are unknown beforehand.

* When it’s essential to execute several handlers in a particular order.

* When the set of handlers and their order are supposed to change at runtime.","design patterns,behavioral patterns",https://refactoring.guru/design-patterns,Design Patterns,KEdZC2exH9gKDpxSYwSX
When to use the *abstract factory* pattern?,"When your code needs to work with various families of related products, but you don’t want it to depend on the concrete classes of those products—they might be unknown beforehand or you simply want to allow for future extensibility.","design pattern,creational pattern",https://refactoring.guru/design-patterns/what-is-pattern,Design Patterns,KMTA8fzaAFzTExejQgY7
What is the *abstract factory* pattern?,It is a creational design pattern that lets you produce families of related objects without specifying their concrete classes.,"design pattern,creational pattern",https://refactoring.guru/design-patterns/what-is-pattern,Design Patterns,Ki8iSecwr544hK7zio08
How can throughput be tracked for a software development team?,"* Lead Time: How long it takes for a single-line change to go from “idea” to “working software”. (A measure of the efficiency of the development process)

* Frequency: How often changes are deployed into production. (A measure of speed)","software engineering,measurement,performance",Modern Software Engineering by David Farley,Effective Engineering,L6yDz5mJnzUoRzoK5G98
What is the purpose of *integration tests*?,To verify the communication paths and interactions between components to detect interface defects.,"testing,quality assurance,integration tests",https://martinfowler.com/articles/microservice-testing/fallback.html,Testing Strategies,L8BFLVOQpCwge97uIp5T
What is the *memento/snapshot pattern*?,It is a behavioral design pattern that lets you save and restore the previous state of an object without revealing the details of its implementation.,"design patterns,behavioral patterns",https://refactoring.guru/design-patterns,Design Patterns,LF32xwz60ox0O4Yk9pC4
What is the *feedback* principle?,"Feedback is a UX principle that involves providing clear and timely feedback to users about their actions. Feedback means providing visual cues, such as animations or notifications, to indicate when a user has completed an action or an error has occurred. Feedback also means providing clear and concise messages to users to help them understand the results of their actions and how to correct any errors.","UX,principles",https://blog.openreplay.com/ux-best-practices-for-developers/,User Experience,LIsyargREBXuR23tzazx
What is distance from main sequence?,"It defines how close a code artifact is to an ideal relationship between *abstractness* and *instability*.

It is defined as:

`$D = | A + I - 1 |,$`

where **A** represents *abstractness* and **I** represents *instability*.

The closer to the idealized line, i.e., **D** close to zero, the better the balance of the code.","software architecture,decomposition,measurement",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,LMlURWrgFS8m2Px2Tx7r
What is the *request-reply* messaging in *event-driven architecture*?,"It is a way to achieve pseudo-synchronous communication. The implementation uses a request queue and a reply queue. To start the request, the producer sends an event to the request queue, then does a blocking wait on the reply queue, waiting for the response from the consumer.

The two primary techniques for this is to use either (i) a *correlation ID* contained in the message header, or (ii) a *temporary queue* for the reply queue.","software architecture,architecture styles",Fundamentals of Software Architecture by Neal Ford et al.,Software Architecture,LSLwtvHVXo9WkAm1LO4L
What are the four reasons for applying the granularity integrators?,"* Database transactions - data integrity and consistency
* Workflow - fault tolerance, performance and reliability
* Shared code - maintainability
* Data relationships - data integrity and correctness","software architecture,service granularity",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,LXhdpZiUpTdqlCAt9Fu4
What are five common methods for prioritizing backlogs?,"* Stack Ranking
* MoSCoW
* Kano
* Story Mapping
* Weighted Scoring","prioritization,product management",The Product Podcast,Product Management,LYVZ0yVwpN5xLFGaI5c9
How does the circadian rhythm impact the body?,"The rhythm impacts several biological functions, e.g., mood and emotions, metabolic rate, body temperature, urine produced and the release of numerous hormones.","sleep,health,biology",Why We Sleep by Matthew Walker,Bodily Understanding,LedKqaVRFTpNz2XNtPnF
What is Process-S: The sleep pressure signal of adenosine?,"It is the sleep drive, and one of the two processes that regulates sleep. Adenosine is a chemical that builds up during the day and creates a pressure for the body to sleep. It can be muted by caffeine.","sleep,health,biology",Why We Sleep by Matthew Walker,Bodily Understanding,LqHzkqAbXWmWbGkUfC5C
